Timestamp,Bid,Ask
2025-04-17 09:50:10,116.8,116.9
2025-04-17 09:50:11,116.8,116.88
2025-04-17 09:50:12,116.8,116.9
2025-04-17 09:50:15,116.8,116.88
2025-04-17 09:50:16,116.8,116.83
2025-04-17 09:50:17,116.73,116.8
2025-04-17 09:50:19,116.83,116.9
2025-04-17 09:50:20,116.88,116.95
2025-04-17 09:50:22,116.88,116.98
2025-04-17 09:50:24,116.88,116.95
2025-04-17 09:50:25,116.85,116.95
2025-04-17 09:50:28,116.88,116.95
2025-04-17 09:50:33,116.85,116.95
2025-04-17 09:50:36,116.85,116.92
2025-04-17 09:50:41,116.76,116.92
2025-04-17 09:50:42,116.74,116.81
2025-04-17 09:50:44,116.79,116.86
2025-04-17 09:50:46,116.79,116.88
2025-04-17 09:50:47,116.81,116.88
2025-04-17 09:50:48,116.79,116.86
2025-04-17 09:50:51,116.79,116.83
2025-04-17 09:50:52,116.74,116.84
2025-04-17 09:50:53,116.74,116.81
2025-04-17 09:50:54,116.74,116.84
2025-04-17 09:50:55,116.74,116.81
2025-04-17 09:50:56,116.71,116.81
2025-04-17 09:50:57,116.74,116.81
2025-04-17 09:50:59,116.74,116.84
2025-04-17 09:50:59,116.74,116.81
2025-04-17 09:51:03,116.71,116.81
2025-04-17 09:51:04,116.74,116.81
2025-04-17 09:51:05,116.71,116.78
2025-04-17 09:51:06,116.71,116.81
2025-04-17 09:51:08,116.71,116.78
2025-04-17 09:51:09,116.71,116.81
2025-04-17 09:51:10,116.71,116.78
2025-04-17 09:51:11,116.71,116.81
2025-04-17 09:51:13,116.71,116.78
2025-04-17 09:51:20,116.71,116.76
2025-04-17 09:51:21,116.69,116.76
2025-04-17 09:51:22,116.66,116.76
2025-04-17 09:51:24,116.66,116.74
2025-04-17 09:51:26,116.66,116.76
2025-04-17 09:51:28,116.66,116.74
2025-04-17 09:51:30,116.66,116.76
2025-04-17 09:51:31,116.66,116.74
2025-04-17 09:51:32,116.66,116.76
2025-04-17 09:51:33,116.69,116.76
2025-04-17 09:51:40,116.66,116.76
2025-04-17 09:51:41,116.69,116.76
2025-04-17 09:51:42,116.64,116.71
2025-04-17 09:51:42,116.66,116.76
2025-04-17 09:51:43,116.74,116.81
2025-04-17 09:51:44,116.79,116.86
2025-04-17 09:51:46,116.81,116.91
2025-04-17 09:51:47,116.81,116.88
2025-04-17 09:51:48,116.81,116.93
2025-04-17 09:51:49,116.81,116.91
2025-04-17 09:51:50,116.86,116.93
2025-04-17 09:51:53,116.86,116.96
2025-04-17 09:51:54,116.89,116.96
2025-04-17 09:51:55,116.81,116.88
2025-04-17 09:51:59,116.81,116.89
2025-04-17 09:52:00,116.79,116.86
2025-04-17 09:52:01,116.81,116.89
2025-04-17 09:52:02,116.79,116.89
2025-04-17 09:52:03,116.74,116.81
2025-04-17 09:52:05,116.72,116.79
2025-04-17 09:52:07,116.74,116.81
2025-04-17 09:52:08,116.74,116.79
2025-04-17 09:52:09,116.72,116.79
2025-04-17 09:52:11,116.72,116.81
2025-04-17 09:52:12,116.69,116.79
2025-04-17 09:52:13,116.72,116.79
2025-04-17 09:52:14,116.71,116.79
2025-04-17 09:52:15,116.71,116.81
2025-04-17 09:52:16,116.72,116.79
2025-04-17 09:52:20,116.69,116.79
2025-04-17 09:52:21,116.72,116.79
2025-04-17 09:52:23,116.69,116.79
2025-04-17 09:52:24,116.66,116.76
2025-04-17 09:52:26,116.62,116.74
2025-04-17 09:52:26,116.59,116.66
2025-04-17 09:52:27,116.59,116.69
2025-04-17 09:52:28,116.62,116.69
2025-04-17 09:52:29,116.59,116.69
2025-04-17 09:52:33,116.57,116.67
2025-04-17 09:52:34,116.54,116.64
2025-04-17 09:52:34,116.57,116.67
2025-04-17 09:52:35,116.54,116.61
2025-04-17 09:52:36,116.57,116.67
2025-04-17 09:52:37,116.59,116.67
2025-04-17 09:52:39,116.62,116.69
2025-04-17 09:52:39,116.57,116.64
2025-04-17 09:52:40,116.54,116.64
2025-04-17 09:52:41,116.56,116.63
2025-04-17 09:52:42,116.58,116.68
2025-04-17 09:52:43,116.55,116.65
2025-04-17 09:52:44,116.58,116.65
2025-04-17 09:52:46,116.55,116.65
2025-04-17 09:52:47,116.58,116.68
2025-04-17 09:52:48,116.6,116.68
2025-04-17 09:52:49,116.58,116.68
2025-04-17 09:52:52,116.58,116.65
2025-04-17 09:53:00,116.58,116.68
2025-04-17 09:53:01,116.58,116.65
2025-04-17 09:53:06,116.58,116.68
2025-04-17 09:53:08,116.6,116.68
2025-04-17 09:53:09,116.58,116.68
2025-04-17 09:53:10,116.6,116.68
2025-04-17 09:53:11,116.58,116.65
2025-04-17 09:53:13,116.58,116.63
2025-04-17 09:53:14,116.55,116.65
2025-04-17 09:53:16,116.58,116.65
2025-04-17 09:53:18,116.6,116.67
2025-04-17 09:53:25,116.6,116.7
2025-04-17 09:53:28,116.63,116.73
2025-04-17 09:53:29,116.65,116.73
2025-04-17 09:53:33,116.65,116.75
2025-04-17 09:53:34,116.68,116.75
2025-04-17 09:53:37,116.65,116.75
2025-04-17 09:53:38,116.65,116.72
2025-04-17 09:53:41,116.65,116.73
2025-04-17 09:53:43,116.65,116.75
2025-04-17 09:53:44,116.68,116.75
2025-04-17 09:53:46,116.63,116.73
2025-04-17 09:53:47,116.66,116.73
2025-04-17 09:53:48,116.65,116.75
2025-04-17 09:53:49,116.63,116.73
2025-04-17 09:53:52,116.66,116.73
2025-04-17 09:53:52,116.7,116.8
2025-04-17 09:53:53,116.7,116.78
2025-04-17 09:53:54,116.68,116.75
2025-04-17 09:53:55,116.68,116.78
2025-04-17 09:53:56,116.75,116.82
2025-04-17 09:53:58,116.75,116.8
2025-04-17 09:53:59,116.7,116.8
2025-04-17 09:54:00,116.7,116.78
2025-04-17 09:54:02,116.68,116.78
2025-04-17 09:54:04,116.68,116.75
2025-04-17 09:54:10,116.68,116.78
2025-04-17 09:54:15,116.68,116.75
2025-04-17 09:54:18,116.68,116.78
2025-04-17 09:54:18,116.7,116.8
2025-04-17 09:54:20,116.7,116.78
2025-04-17 09:54:21,116.78,116.88
2025-04-17 09:54:22,116.83,116.9
2025-04-17 09:54:23,116.87,116.97
2025-04-17 09:54:24,116.93,117.0
2025-04-17 09:54:25,116.9,117.0
2025-04-17 09:54:27,116.9,116.97
2025-04-17 09:54:28,116.88,116.95
2025-04-17 09:54:29,116.85,116.92
2025-04-17 09:54:31,116.82,116.92
2025-04-17 09:54:32,116.85,116.95
2025-04-17 09:54:33,116.82,116.92
2025-04-17 09:54:36,116.82,116.9
2025-04-17 09:54:37,116.8,116.9
2025-04-17 09:54:38,116.78,116.88
2025-04-17 09:54:39,116.75,116.85
2025-04-17 09:54:42,116.81,116.88
2025-04-17 09:54:43,116.78,116.88
2025-04-17 09:54:45,116.81,116.88
2025-04-17 09:54:46,116.78,116.88
2025-04-17 09:54:48,116.81,116.88
2025-04-17 09:54:49,116.83,116.93
2025-04-17 09:54:50,116.83,116.9
2025-04-17 09:54:53,116.8,116.9
2025-04-17 09:54:55,116.8,116.88
2025-04-17 09:54:56,116.78,116.88
2025-04-17 09:54:57,116.81,116.88
2025-04-17 09:54:58,116.78,116.88
2025-04-17 09:55:00,116.81,116.88
2025-04-17 09:55:01,116.78,116.88
2025-04-17 09:55:03,116.81,116.88
2025-04-17 09:55:05,116.78,116.88
2025-04-17 09:55:07,116.75,116.83
2025-04-17 09:55:07,116.75,116.85
2025-04-17 09:55:08,116.83,116.9
2025-04-17 09:55:10,116.83,116.88
2025-04-17 09:55:11,116.83,116.9
2025-04-17 09:55:13,116.85,116.93
2025-04-17 09:55:15,116.83,116.9
2025-04-17 09:55:15,116.85,116.93
2025-04-17 09:55:17,116.83,116.93
2025-04-17 09:55:18,116.83,116.95
2025-04-17 09:55:20,116.88,116.95
2025-04-17 09:55:20,116.83,116.93
2025-04-17 09:55:22,116.83,116.9
2025-04-17 09:55:24,116.8,116.88
2025-04-17 09:55:26,116.8,116.85
2025-04-17 09:55:27,116.8,116.9
2025-04-17 09:55:28,116.83,116.9
2025-04-17 09:55:29,116.8,116.88
2025-04-17 09:55:31,116.83,116.9
2025-04-17 09:55:32,116.85,116.93
2025-04-17 09:55:34,116.8,116.88
2025-04-17 09:55:36,116.8,116.9
2025-04-17 09:55:38,116.78,116.88
2025-04-17 09:55:40,116.78,116.85
2025-04-17 09:55:41,116.73,116.83
2025-04-17 09:55:44,116.73,116.8
2025-04-17 09:55:45,116.68,116.78
2025-04-17 09:55:47,116.68,116.76
2025-04-17 09:55:48,116.66,116.76
2025-04-17 09:55:49,116.66,116.73
2025-04-17 09:55:50,116.66,116.76
2025-04-17 09:55:51,116.66,116.73
2025-04-17 09:55:54,116.63,116.73
2025-04-17 09:55:56,116.66,116.73
2025-04-17 09:55:57,116.63,116.73
2025-04-17 09:55:58,116.66,116.73
2025-04-17 09:56:00,116.63,116.73
2025-04-17 09:56:00,116.68,116.78
2025-04-17 09:56:01,116.66,116.76
2025-04-17 09:56:02,116.69,116.76
2025-04-17 09:56:04,116.76,116.86
2025-04-17 09:56:05,116.73,116.8
2025-04-17 09:56:07,116.73,116.81
2025-04-17 09:56:08,116.73,116.83
2025-04-17 09:56:08,116.78,116.85
2025-04-17 09:56:09,116.76,116.86
2025-04-17 09:56:10,116.78,116.86
2025-04-17 09:56:12,116.76,116.86
2025-04-17 09:56:14,116.76,116.83
2025-04-17 09:56:15,116.76,116.86
2025-04-17 09:56:16,116.73,116.83
2025-04-17 09:56:17,116.73,116.8
2025-04-17 09:56:18,116.76,116.83
2025-04-17 09:56:22,116.76,116.81
2025-04-17 09:56:23,116.73,116.81
2025-04-17 09:56:24,116.76,116.83
2025-04-17 09:56:25,116.73,116.83
2025-04-17 09:56:26,116.71,116.81
2025-04-17 09:56:29,116.68,116.78
2025-04-17 09:56:30,116.64,116.71
2025-04-17 09:56:31,116.59,116.66
2025-04-17 09:56:31,116.61,116.71
2025-04-17 09:56:32,116.59,116.66
2025-04-17 09:56:33,116.61,116.68
2025-04-17 09:56:36,116.61,116.71
2025-04-17 09:56:37,116.64,116.71
2025-04-17 09:56:39,116.64,116.68
2025-04-17 09:56:40,116.64,116.71
2025-04-17 09:56:41,116.5,116.57
2025-04-17 09:56:43,116.5,116.6
2025-04-17 09:56:44,116.5,116.57
2025-04-17 09:56:45,116.5,116.6
2025-04-17 09:56:46,116.48,116.58
2025-04-17 09:56:48,116.5,116.58
2025-04-17 09:56:52,116.5,116.6
2025-04-17 09:56:53,116.5,116.57
2025-04-17 09:56:55,116.5,116.58
2025-04-17 09:56:56,116.48,116.58
2025-04-17 09:56:58,116.48,116.55
2025-04-17 09:56:59,116.48,116.53
2025-04-17 09:57:00,116.48,116.55
2025-04-17 09:57:02,116.48,116.58
2025-04-17 09:57:04,116.48,116.55
2025-04-17 09:57:06,116.48,116.53
2025-04-17 09:57:07,116.48,116.55
2025-04-17 09:57:09,116.45,116.53
2025-04-17 09:57:11,116.45,116.5
2025-04-17 09:57:12,116.43,116.5
2025-04-17 09:57:13,116.43,116.53
2025-04-17 09:57:15,116.43,116.5
2025-04-17 09:57:16,116.4,116.5
2025-04-17 09:57:17,116.4,116.48
2025-04-17 09:57:18,116.4,116.5
2025-04-17 09:57:19,116.43,116.5
2025-04-17 09:57:20,116.43,116.53
2025-04-17 09:57:21,116.46,116.53
2025-04-17 09:57:22,116.43,116.53
2025-04-17 09:57:26,116.43,116.5
2025-04-17 09:57:27,116.43,116.53
2025-04-17 09:57:29,116.43,116.5
2025-04-17 09:57:30,116.46,116.53
2025-04-17 09:57:31,116.45,116.53
2025-04-17 09:57:32,116.45,116.55
2025-04-17 09:57:33,116.46,116.53
2025-04-17 09:57:34,116.45,116.55
2025-04-17 09:57:35,116.45,116.53
2025-04-17 09:57:38,116.45,116.55
2025-04-17 09:57:39,116.43,116.53
2025-04-17 09:57:40,116.46,116.53
2025-04-17 09:57:41,116.46,116.54
2025-04-17 09:57:42,116.49,116.59
2025-04-17 09:57:43,116.52,116.59
2025-04-17 09:57:45,116.52,116.62
2025-04-17 09:57:46,116.52,116.59
2025-04-17 09:57:51,116.52,116.62
2025-04-17 09:57:52,116.5,116.57
2025-04-17 09:57:54,116.5,116.59
2025-04-17 09:57:56,116.54,116.61
2025-04-17 09:57:59,116.54,116.62
2025-04-17 09:58:00,116.52,116.59
2025-04-17 09:58:03,116.52,116.57
2025-04-17 09:58:04,116.42,116.52
2025-04-17 09:58:04,116.44,116.54
2025-04-17 09:58:05,116.47,116.54
2025-04-17 09:58:06,116.47,116.61
2025-04-17 09:58:07,116.52,116.59
2025-04-17 09:58:11,116.52,116.57
2025-04-17 09:58:12,116.49,116.57
2025-04-17 09:58:14,116.49,116.59
2025-04-17 09:58:15,116.54,116.62
2025-04-17 09:58:16,116.52,116.62
2025-04-17 09:58:17,116.54,116.61
2025-04-17 09:58:18,116.54,116.62
2025-04-17 09:58:21,116.54,116.64
2025-04-17 09:58:22,116.59,116.66
2025-04-17 09:58:23,116.62,116.69
2025-04-17 09:58:25,116.62,116.71
2025-04-17 09:58:26,116.61,116.71
2025-04-17 09:58:28,116.64,116.74
2025-04-17 09:58:30,116.64,116.71
2025-04-17 09:58:31,116.64,116.69
2025-04-17 09:58:32,116.64,116.71
2025-04-17 09:58:34,116.64,116.74
2025-04-17 09:58:36,116.64,116.71
2025-04-17 09:58:37,116.64,116.74
2025-04-17 09:58:38,116.67,116.74
2025-04-17 09:58:40,116.69,116.79
2025-04-17 09:58:41,116.69,116.84
2025-04-17 09:58:42,116.74,116.81
2025-04-17 09:58:44,116.74,116.78
2025-04-17 09:58:44,116.71,116.78
2025-04-17 09:58:46,116.71,116.81
2025-04-17 09:58:47,116.74,116.81
2025-04-17 09:58:49,116.74,116.84
2025-04-17 09:58:50,116.76,116.86
2025-04-17 09:58:51,116.79,116.86
2025-04-17 09:58:53,116.79,116.89
2025-04-17 09:58:54,116.76,116.83
2025-04-17 09:58:55,116.76,116.86
2025-04-17 09:58:56,116.79,116.86
2025-04-17 09:58:57,116.79,116.89
2025-04-17 09:58:58,116.79,116.86
2025-04-17 09:59:01,116.79,116.89
2025-04-17 09:59:02,116.81,116.89
2025-04-17 09:59:04,116.81,116.91
2025-04-17 09:59:06,116.84,116.91
2025-04-17 09:59:08,116.81,116.88
2025-04-17 09:59:11,116.81,116.91
2025-04-17 09:59:12,116.84,116.91
2025-04-17 09:59:13,116.81,116.91
2025-04-17 09:59:16,116.79,116.86
2025-04-17 09:59:18,116.76,116.86
2025-04-17 09:59:19,116.79,116.86
2025-04-17 09:59:20,116.76,116.86
2025-04-17 09:59:22,116.74,116.84
2025-04-17 09:59:22,116.71,116.81
2025-04-17 09:59:23,116.69,116.79
2025-04-17 09:59:25,116.69,116.76
2025-04-17 09:59:25,116.66,116.76
2025-04-17 09:59:27,116.69,116.76
2025-04-17 09:59:28,116.66,116.76
2025-04-17 09:59:29,116.71,116.81
2025-04-17 09:59:30,116.71,116.78
2025-04-17 09:59:32,116.67,116.74
2025-04-17 09:59:35,116.67,116.76
2025-04-17 09:59:37,116.66,116.76
2025-04-17 09:59:38,116.71,116.78
2025-04-17 09:59:39,116.71,116.79
2025-04-17 09:59:40,116.71,116.81
2025-04-17 09:59:41,116.71,116.78
2025-04-17 09:59:44,116.71,116.76
2025-04-17 09:59:45,116.69,116.76
2025-04-17 09:59:46,116.69,116.79
2025-04-17 09:59:47,116.71,116.79
2025-04-17 09:59:48,116.69,116.79
2025-04-17 09:59:49,116.71,116.79
2025-04-17 09:59:50,116.71,116.81
2025-04-17 09:59:51,116.71,116.78
2025-04-17 09:59:52,116.74,116.81
2025-04-17 09:59:53,116.71,116.78
2025-04-17 09:59:58,116.71,116.79
2025-04-17 09:59:59,116.69,116.79
2025-04-17 10:00:00,116.71,116.81
2025-04-17 10:00:01,116.76,116.83
2025-04-17 10:00:02,116.73,116.83
2025-04-17 10:00:03,116.57,116.64
2025-04-17 10:00:04,116.59,116.66
2025-04-17 10:00:05,116.54,116.61
2025-04-17 10:00:06,116.56,116.64
2025-04-17 10:00:07,116.56,116.66
2025-04-17 10:00:08,116.59,116.66
2025-04-17 10:00:09,116.52,116.59
2025-04-17 10:00:10,116.47,116.57
2025-04-17 10:00:11,116.47,116.54
2025-04-17 10:00:12,116.44,116.51
2025-04-17 10:00:13,116.47,116.54
2025-04-17 10:00:15,116.49,116.56
2025-04-17 10:00:16,116.47,116.57
2025-04-17 10:00:17,116.44,116.54
2025-04-17 10:00:19,116.49,116.56
2025-04-17 10:00:20,116.47,116.57
2025-04-17 10:00:23,116.54,116.61
2025-04-17 10:00:24,116.52,116.62
2025-04-17 10:00:24,116.52,116.59
2025-04-17 10:00:27,116.49,116.56
2025-04-17 10:00:28,116.49,116.59
2025-04-17 10:00:28,116.49,116.56
2025-04-17 10:00:30,116.52,116.59
2025-04-17 10:00:31,116.49,116.59
2025-04-17 10:00:33,116.49,116.56
2025-04-17 10:00:34,116.47,116.54
2025-04-17 10:00:36,116.44,116.54
2025-04-17 10:00:37,116.47,116.54
2025-04-17 10:00:38,116.47,116.57
2025-04-17 10:00:39,116.47,116.54
2025-04-17 10:00:41,116.47,116.65
2025-04-17 10:00:42,116.55,116.63
2025-04-17 10:00:43,116.53,116.63
2025-04-17 10:00:44,116.56,116.63
2025-04-17 10:00:45,116.58,116.68
2025-04-17 10:00:46,116.55,116.65
2025-04-17 10:00:47,116.58,116.65
2025-04-17 10:00:48,116.56,116.63
2025-04-17 10:00:49,116.53,116.6
2025-04-17 10:00:50,116.55,116.63
2025-04-17 10:00:51,116.53,116.63
2025-04-17 10:00:52,116.56,116.63
2025-04-17 10:00:53,116.53,116.63
2025-04-17 10:00:54,116.58,116.68
2025-04-17 10:00:55,116.63,116.7
2025-04-17 10:00:56,116.58,116.68
2025-04-17 10:00:57,116.58,116.65
2025-04-17 10:00:58,116.55,116.65
2025-04-17 10:01:00,116.58,116.65
2025-04-17 10:01:01,116.55,116.63
2025-04-17 10:01:02,116.56,116.63
2025-04-17 10:01:03,116.58,116.65
2025-04-17 10:01:04,116.58,116.68
2025-04-17 10:01:05,116.58,116.65
2025-04-17 10:01:08,116.53,116.6
2025-04-17 10:01:09,116.53,116.58
2025-04-17 10:01:10,116.51,116.58
2025-04-17 10:01:11,116.48,116.58
2025-04-17 10:01:12,116.46,116.53
2025-04-17 10:01:15,116.48,116.56
2025-04-17 10:01:18,116.46,116.56
2025-04-17 10:01:19,116.46,116.53
2025-04-17 10:01:24,116.46,116.5
2025-04-17 10:01:25,116.43,116.53
2025-04-17 10:01:26,116.46,116.53
2025-04-17 10:01:27,116.48,116.58
2025-04-17 10:01:28,116.5,116.6
2025-04-17 10:01:29,116.48,116.58
2025-04-17 10:01:31,116.5,116.6
2025-04-17 10:01:32,116.53,116.6
2025-04-17 10:01:33,116.5,116.6
2025-04-17 10:01:34,116.53,116.6
2025-04-17 10:01:36,116.53,116.63
2025-04-17 10:01:37,116.56,116.63
2025-04-17 10:01:38,116.53,116.63
2025-04-17 10:01:39,116.53,116.6
2025-04-17 10:01:40,116.47,116.54
2025-04-17 10:01:41,116.5,116.57
2025-04-17 10:01:44,116.5,116.59
2025-04-17 10:01:45,116.55,116.62
2025-04-17 10:01:47,116.57,116.64
2025-04-17 10:01:49,116.55,116.62
2025-04-17 10:01:51,116.5,116.57
2025-04-17 10:01:52,116.52,116.59
2025-04-17 10:01:53,116.52,116.62
2025-04-17 10:01:54,116.6,116.67
2025-04-17 10:01:55,116.6,116.69
2025-04-17 10:01:56,116.62,116.69
2025-04-17 10:01:58,116.62,116.72
2025-04-17 10:01:59,116.64,116.71
2025-04-17 10:02:00,116.62,116.72
2025-04-17 10:02:01,116.57,116.67
2025-04-17 10:02:02,116.6,116.67
2025-04-17 10:02:03,116.57,116.64
2025-04-17 10:02:06,116.57,116.67
2025-04-17 10:02:07,116.55,116.62
2025-04-17 10:02:08,116.5,116.57
2025-04-17 10:02:09,116.47,116.54
2025-04-17 10:02:10,116.52,116.59
2025-04-17 10:02:11,116.6,116.67
2025-04-17 10:02:13,116.67,116.74
2025-04-17 10:02:15,116.67,116.76
2025-04-17 10:02:16,116.67,116.77
2025-04-17 10:02:17,116.67,116.74
2025-04-17 10:02:18,116.72,116.79
2025-04-17 10:02:19,116.74,116.81
2025-04-17 10:02:21,116.77,116.84
2025-04-17 10:02:22,116.76,116.84
2025-04-17 10:02:23,116.74,116.84
2025-04-17 10:02:24,116.74,116.81
2025-04-17 10:02:27,116.71,116.81
2025-04-17 10:02:28,116.67,116.74
2025-04-17 10:02:30,116.67,116.72
2025-04-17 10:02:31,116.64,116.74
2025-04-17 10:02:32,116.67,116.74
2025-04-17 10:02:34,116.64,116.74
2025-04-17 10:02:36,116.64,116.71
2025-04-17 10:02:37,116.62,116.72
2025-04-17 10:02:38,116.62,116.69
2025-04-17 10:02:41,116.6,116.7
2025-04-17 10:02:42,116.63,116.7
2025-04-17 10:02:43,116.62,116.72
2025-04-17 10:02:45,116.65,116.72
2025-04-17 10:02:46,116.68,116.75
2025-04-17 10:02:47,116.65,116.75
2025-04-17 10:02:48,116.7,116.77
2025-04-17 10:02:49,116.7,116.8
2025-04-17 10:02:52,116.7,116.77
2025-04-17 10:02:57,116.7,116.75
2025-04-17 10:02:58,116.72,116.79
2025-04-17 10:03:00,116.7,116.77
2025-04-17 10:03:02,116.65,116.72
2025-04-17 10:03:03,116.65,116.7
2025-04-17 10:03:04,116.65,116.72
2025-04-17 10:03:05,116.68,116.75
2025-04-17 10:03:07,116.7,116.77
2025-04-17 10:03:07,116.7,116.75
2025-04-17 10:03:09,116.6,116.7
2025-04-17 10:03:09,116.65,116.72
2025-04-17 10:03:10,116.62,116.7
2025-04-17 10:03:11,116.6,116.67
2025-04-17 10:03:12,116.6,116.65
2025-04-17 10:03:13,116.55,116.63
2025-04-17 10:03:15,116.58,116.65
2025-04-17 10:03:16,116.55,116.62
2025-04-17 10:03:18,116.58,116.68
2025-04-17 10:03:19,116.58,116.65
2025-04-17 10:03:19,116.6,116.67
2025-04-17 10:03:24,116.6,116.65
2025-04-17 10:03:25,116.6,116.7
2025-04-17 10:03:26,116.63,116.7
2025-04-17 10:03:28,116.6,116.7
2025-04-17 10:03:29,116.63,116.7
2025-04-17 10:03:30,116.62,116.7
2025-04-17 10:03:31,116.6,116.7
2025-04-17 10:03:33,116.65,116.72
2025-04-17 10:03:34,116.63,116.7
2025-04-17 10:03:36,116.58,116.68
2025-04-17 10:03:37,116.6,116.68
2025-04-17 10:03:38,116.58,116.68
2025-04-17 10:03:39,116.6,116.68
2025-04-17 10:03:42,116.57,116.64
2025-04-17 10:03:43,116.54,116.64
2025-04-17 10:03:44,116.57,116.64
2025-04-17 10:03:48,116.57,116.59
2025-04-17 10:03:49,116.54,116.64
2025-04-17 10:03:50,116.55,116.62
2025-04-17 10:03:51,116.57,116.64
2025-04-17 10:03:54,116.54,116.64
2025-04-17 10:03:57,116.57,116.64
2025-04-17 10:03:58,116.6,116.67
2025-04-17 10:04:00,116.6,116.69
2025-04-17 10:04:01,116.57,116.64
2025-04-17 10:04:02,116.57,116.67
2025-04-17 10:04:03,116.6,116.67
2025-04-17 10:04:05,116.57,116.67
2025-04-17 10:04:07,116.6,116.67
2025-04-17 10:04:10,116.57,116.67
2025-04-17 10:04:13,116.6,116.67
2025-04-17 10:04:14,116.6,116.64
2025-04-17 10:04:15,116.57,116.64
2025-04-17 10:04:16,116.6,116.67
2025-04-17 10:04:17,116.57,116.64
2025-04-17 10:04:19,116.57,116.67
2025-04-17 10:04:19,116.6,116.67
2025-04-17 10:04:22,116.6,116.64
2025-04-17 10:04:23,116.57,116.64
2025-04-17 10:04:26,116.57,116.67
2025-04-17 10:04:27,116.57,116.64
2025-04-17 10:04:29,116.57,116.67
2025-04-17 10:04:30,116.6,116.67
